Mot,Commune,Voisin_1,Commune_1,Insertions_1,Suppressions_1,Substitutions_1,Voisin_2,Commune_2,Insertions_2,Suppressions_2,Substitutions_2,Voisin_3,Commune_3,Insertions_3,Suppressions_3,Substitutions_3
endoun,Rions,eindoun,Paillet,{'i': 1},{},{},,,,,,,,,,
endoun,Sainte-Croix-du-Mont,indou,Captieux-bis,{},{'n': 1},"{('e', 'i'): 1}",oleydoun,Le Taillan-Médoc,"{'o': 1, 'l': 1}",{},"{('n', 'y'): 1}",,,,,
olindoun,Villenave-de-Rions,eindoun,Beychac-et-Caillau,{},{'l': 1},"{('o', 'e'): 1}",indou,Captieux-bis,{},"{'o': 1, 'l': 1, 'n': 1}",{},,,,,
indou,Captieux-bis,olindoun,Villenave-de-Rions,"{'o': 1, 'l': 1, 'n': 1}",{},{},endoun,Sainte-Croix-du-Mont,{'n': 1},{},"{('i', 'e'): 1}",endoun,Captieux,{'n': 1},{},"{('i', 'e'): 1}"
endoun,Captieux,indou,Captieux-bis,{},{'n': 1},"{('e', 'i'): 1}",,,,,,,,,,
eindoun,Escaudes,oléidounc,Bouliac,"{'o': 1, 'l': 1, 'c': 1}",{'n': 1},"{('e', 'é'): 1}",,,,,,,,,,
eindoun,Giscos,oleydoun,Caychac,"{'o': 1, 'l': 1}",{'n': 1},"{('i', 'y'): 1}",,,,,,,,,,
endoun,Saint-Michel-de-Castelnau,indoun,Cenon,{},{},"{('e', 'i'): 1}",,,,,,,,,,
aleydoun,Ambarès-et-Lagrave,,,,,,,,,,,,,,,
aleïdoún,Ambès,eindoun,Beychac-et-Caillau,{},{'ï': 1},"{('a', 'e'): 1, ('l', 'i'): 1, ('e', 'n'): 1, ('ú', 'u'): 1}",,,,,,,,,,
oléïdoun,Bassens,oleydoun,Le Taillan-Médoc,{},{},"{('é', 'e'): 1, ('ï', 'y'): 1}",eindoun,Beychac-et-Caillau,{},{'ï': 1},"{('o', 'e'): 1, ('l', 'i'): 1, ('é', 'n'): 1}",,,,,
eindoun,Beychac-et-Caillau,oléïdoun,Bassens,{'o': 1},{},"{('e', 'l'): 1, ('i', 'é'): 1, ('n', 'ï'): 1}",olindoun,Villenave-de-Rions,{'o': 1},{},"{('e', 'l'): 1}",aleïdoún,Ambès,"{'a': 1, 'l': 1}",{'n': 1},"{('i', 'ï'): 1, ('u', 'ú'): 1}"
oléidounc,Bouliac,eindoun,Escaudes,{},"{'i': 1, 'c': 1}","{('o', 'e'): 1, ('l', 'i'): 1, ('é', 'n'): 1}",éndoun,Carbon-Blanc-bis,{},"{'o': 1, 'l': 1, 'c': 1}","{('i', 'n'): 1}",,,,,
éndoun,Carbon-Blanc-bis,oléidounc,Bouliac,"{'o': 1, 'l': 1, 'c': 1}",{},"{('n', 'i'): 1}",leidounc,Lacanau-de-Mios,"{'l': 1, 'c': 1}",{},"{('é', 'e'): 1, ('n', 'i'): 1}",,,,,
odoun,Carbon-Blanc,olodoun,Lormont,"{'l': 1, 'o': 1}",{},{},,,,,,,,,,
indoun,Cenon,eindoun,Floirac,{'e': 1},{},{},endoun,Saint-Michel-de-Castelnau,{},{},"{('i', 'e'): 1}",,,,,
eindoun,Floirac,indoun,Cenon,{},{'e': 1},{},olodoun,Lormont,{},{},"{('e', 'o'): 1, ('i', 'l'): 1, ('n', 'o'): 1}",,,,,
olodoun,Lormont,odoun,Carbon-Blanc,{},"{'l': 1, 'o': 1}",{},eindoun,Floirac,{},{},"{('o', 'e'): 1, ('l', 'i'): 1, ('o', 'n'): 1}",,,,,
oleydoun,Montussan,aléïdoûn,Saint-Loubès,{},{},"{('o', 'a'): 1, ('e', 'é'): 1, ('y', 'ï'): 1, ('u', 'û'): 1}",oleydoun,Cussac-Fort-Médoc,{},{},{},,,,,
